,背番号,名前,年俸,防御率,試合数,勝利,敗戦,投球回数,勝率,完投,完封,セーブ,ホールド,奪三振,奪三振率,失点,自責点,被安打,被本塁打,与四球,与死球,与四球率,チーム
0,11,九里亜蓮,8700,3.81,25.0,13.0,9.0,149.0,0.591,2.0,0.0,0.0,0.0,102.0,6.16,73.0,63.0,150.0,18.0,51.0,8.0,3.08,広島
1,12,大道温貴,1000,4.75,24.0,4.0,4.0,53.0,0.5,0.0,0.0,0.0,3.0,35.0,5.94,30.0,28.0,50.0,4.0,25.0,2.0,4.25,広島
2,13,森浦大輔,1100,3.17,54.0,3.0,3.0,,0.5,0.0,0.0,0.0,17.0,41.0,7.63,18.0,17.0,39.0,3.0,21.0,4.0,3.91,広島
3,14,大瀬良大地,15000,3.07,23.0,10.0,5.0,,0.667,1.0,1.0,0.0,0.0,102.0,6.26,57.0,50.0,136.0,12.0,31.0,5.0,1.9,広島
4,16,今村猛,6000,,,,,,,,,,,,,,,,,,,,広島
5,17,岡田明丈,3300,,,,,,,,,,,,,,,,,,,,広島
6,18,森下暢仁,4300,2.98,24.0,8.0,7.0,,0.533,1.0,1.0,0.0,0.0,132.0,7.27,55.0,54.0,144.0,16.0,52.0,3.0,2.87,広島
7,19,野村祐輔,12000,6.31,8.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,29.0,7.32,25.0,25.0,48.0,6.0,17.0,2.0,4.29,広島
8,20,栗林良吏,1600,0.86,53.0,0.0,1.0,,0.0,0.0,0.0,37.0,0.0,81.0,13.93,5.0,5.0,23.0,1.0,28.0,1.0,4.82,広島
9,21,中崎翔太,8700,13.5,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,8.0,6.0,9.0,0.0,2.0,0.0,4.5,広島
10,23,薮田和樹,2500,3.86,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.86,2.0,2.0,3.0,0.0,5.0,0.0,9.64,広島
11,26,中田廉,2300,4.74,23.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,16.0,7.58,14.0,10.0,20.0,3.0,12.0,1.0,5.68,広島
12,28,床田寛樹,2700,3.19,16.0,5.0,4.0,,0.556,1.0,1.0,0.0,1.0,80.0,8.24,32.0,31.0,91.0,5.0,24.0,2.0,2.47,広島
13,29,ケムナ誠,1600,4.58,40.0,2.0,2.0,,0.5,0.0,0.0,0.0,12.0,28.0,6.41,20.0,20.0,45.0,4.0,15.0,2.0,3.43,広島
14,30,一岡竜司,5600,,,,,,,,,,,,,,,,,,,,広島
15,34,高橋昂也,700,5.28,15.0,5.0,7.0,,0.417,0.0,0.0,0.0,0.0,54.0,6.63,44.0,43.0,85.0,9.0,24.0,2.0,2.95,広島
16,36,塹江敦哉,1900,4.25,51.0,5.0,4.0,,0.556,0.0,0.0,0.0,17.0,29.0,6.17,25.0,20.0,48.0,4.0,25.0,1.0,5.31,広島
17,39,菊池保則,2700,1.71,33.0,2.0,1.0,,0.667,0.0,0.0,0.0,3.0,25.0,7.11,7.0,6.0,31.0,3.0,13.0,3.0,3.69,広島
18,41,矢崎拓也,800,11.57,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,7.71,9.0,9.0,7.0,1.0,7.0,0.0,9.0,広島
19,42,カイル・バード,4150,4.57,33.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,21.0,8.72,11.0,11.0,21.0,0.0,13.0,2.0,5.4,広島
20,43,島内颯太郎,1600,3.12,51.0,0.0,2.0,49.0,0.0,0.0,0.0,0.0,15.0,51.0,9.37,20.0,17.0,44.0,4.0,14.0,0.0,2.57,広島
21,46,高橋樹也,800,1.37,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,5.47,10.0,4.0,20.0,3.0,10.0,1.0,3.42,広島
22,47,山口翔,700,,,,,,,,,,,,,,,,,,,,広島
23,48,アドゥワ誠,1650,,,,,,,,,,,,,,,,,,,,広島
24,52,鈴木寛人,550,,,,,,,,,,,,,,,,,,,,広島
25,53,小林樹斗,500,9.82,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,14.73,6.0,4.0,6.0,0.0,2.0,0.0,4.91,広島
26,57,田中法彦,500,,,,,,,,,,,,,,,,,,,,広島
27,58,藤井黎來,500,12.71,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,11.12,8.0,8.0,11.0,1.0,3.0,1.0,4.76,広島
28,64,中村恭平,1900,,,,,,,,,,,,,,,,,,,,広島
29,65,玉村昇悟,450,3.83,17.0,4.0,7.0,101.0,0.364,0.0,0.0,0.0,0.0,67.0,5.97,47.0,43.0,95.0,13.0,40.0,1.0,3.56,広島
30,66,遠藤淳志,2400,6.75,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,14.85,6.0,5.0,9.0,2.0,6.0,1.0,8.1,広島
31,67,中村祐太,1500,11.08,3.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,4.15,17.0,16.0,21.0,3.0,5.0,0.0,3.46,広島
32,68,行木俊,550,,,,,,,,,,,,,,,,,,,,広島
33,70,テイラー・スコット,2080,,,,,,,,,,,,,,,,,,,,広島
34,97,ヘロニモ・フランスア,3980,9.53,8.0,1.0,2.0,,0.333,0.0,0.0,0.0,1.0,5.0,7.94,6.0,6.0,9.0,1.0,5.0,0.0,7.94,広島
35,99,ドビーダス・ネバラスカス,6450,10.12,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,6.75,3.0,3.0,3.0,0.0,5.0,0.0,16.88,広島
36,120,畝章真,300,,,,,,,,,,,,,,,,,,,,広島
37,122,佐々木健,330,,,,,,,,,,,,,,,,,,,,広島
38,125,戸田隆矢,400,,,,,,,,,,,,,,,,,,,,広島
39,147,ロベルト・コルニエル,240,3.82,50.0,1.0,2.0,,0.333,0.0,0.0,0.0,10.0,79.0,11.59,31.0,26.0,56.0,8.0,28.0,3.0,4.11,広島
40,003,山川和大,350,,,,,,,,,,,,,,,,,,,,巨人
41,11,平内龍太,1600,14.4,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,8.0,8.0,8.0,2.0,2.0,0.0,3.6,巨人
42,011,笠島尚樹,360,,,,,,,,,,,,,,,,,,,,巨人
43,12,R.デラロサ,16000,2.83,46.0,1.0,0.0,,1.0,0.0,0.0,7.0,13.0,34.0,7.4,15.0,13.0,38.0,3.0,12.0,2.0,2.61,巨人
44,012,平井快青,260,,,,,,,,,,,,,,,,,,,,巨人
45,15,サンチェス,34000,4.68,14.0,5.0,5.0,73.0,0.5,0.0,0.0,0.0,0.0,54.0,6.66,40.0,38.0,82.0,13.0,23.0,3.0,2.84,巨人
46,17,大竹寛,4500,3.86,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,巨人
47,017,奈良木陸,400,,,,,,,,,,,,,,,,,,,,巨人
48,18,菅野智之,80000,3.19,19.0,6.0,7.0,,0.462,2.0,1.0,0.0,0.0,102.0,7.94,41.0,41.0,90.0,15.0,25.0,7.0,1.95,巨人
49,018,木下幹也,360,,,,,,,,,,,,,,,,,,,,巨人
50,19,山崎伊織,1200,,,,,,,,,,,,,,,,,,,,巨人
51,019,田中優大,300,,,,,,,,,,,,,,,,,,,,巨人
52,20,戸郷翔征,2600,4.27,26.0,9.0,8.0,,0.529,1.0,0.0,0.0,0.0,138.0,8.19,75.0,72.0,130.0,19.0,58.0,6.0,3.44,巨人
53,020,戸田懐生,400,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,巨人
54,21,井納翔一,6100,14.4,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,8.0,8.0,11.0,3.0,1.0,0.0,1.8,巨人
55,23,野上亮磨,3000,1.65,9.0,0.0,1.0,,0.0,0.0,0.0,1.0,4.0,15.0,8.27,3.0,3.0,8.0,1.0,6.0,0.0,3.31,巨人
56,26,今村信貴,3000,2.71,17.0,3.0,4.0,63.0,0.429,1.0,1.0,0.0,0.0,59.0,8.43,21.0,19.0,66.0,5.0,22.0,3.0,3.14,巨人
57,029,鍬原拓也,1320,,,,,,,,,,,,,,,,,,,,巨人
58,30,鍵谷陽平,6500,3.19,59.0,3.0,0.0,,1.0,0.0,0.0,1.0,15.0,30.0,6.38,19.0,15.0,39.0,5.0,18.0,0.0,3.83,巨人
59,030,山崎友輔,400,,,,,,,,,,,,,,,,,,,,巨人
60,032,堀田賢慎,630,,,,,,,,,,,,,,,,,,,,巨人
61,33,太田龍,1080,,,,,,,,,,,,,,,,,,,,巨人
62,35,桜井俊貴,2400,5.4,29.0,1.0,0.0,,1.0,0.0,0.0,0.0,6.0,20.0,5.4,20.0,20.0,35.0,7.0,16.0,1.0,4.32,巨人
63,040,谷岡竜平,825,,,,,,,,,,,,,,,,,,,,巨人
64,41,中川皓太,7500,2.47,58.0,4.0,3.0,,0.571,0.0,0.0,1.0,25.0,49.0,8.07,17.0,15.0,47.0,2.0,10.0,5.0,1.65,巨人
65,42,C.C.メルセデス,4000,3.77,17.0,7.0,5.0,86.0,0.583,0.0,0.0,0.0,0.0,74.0,7.74,36.0,36.0,96.0,5.0,22.0,5.0,2.3,巨人
66,45,畠世周,2200,3.07,52.0,4.0,3.0,,0.571,0.0,0.0,1.0,11.0,97.0,9.03,37.0,33.0,83.0,13.0,25.0,4.0,2.33,巨人
67,046,與那原大剛,380,,,,,,,,,,,,,,,,,,,,巨人
68,47,高橋優貴,1920,3.39,27.0,11.0,9.0,,0.55,0.0,0.0,0.0,0.0,76.0,4.86,57.0,53.0,125.0,18.0,61.0,2.0,3.9,巨人
69,49,ビエイラ,7000,2.93,56.0,0.0,3.0,,0.0,0.0,0.0,19.0,1.0,64.0,10.41,18.0,18.0,38.0,3.0,26.0,1.0,4.23,巨人
70,50,戸根千明,1800,4.82,29.0,2.0,0.0,,1.0,0.0,0.0,1.0,0.0,36.0,8.68,20.0,20.0,25.0,4.0,24.0,3.0,5.79,巨人
71,051,阿部剣友,360,,,,,,,,,,,,,,,,,,,,巨人
72,53,高梨雄平,7000,3.69,55.0,2.0,2.0,39.0,0.5,0.0,0.0,1.0,20.0,47.0,10.85,17.0,16.0,34.0,2.0,21.0,5.0,4.85,巨人
73,054,直江大輔,750,4.91,4.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,4.0,3.27,6.0,6.0,15.0,1.0,4.0,2.0,3.27,巨人
74,56,伊藤優輔,1000,,,,,,,,,,,,,,,,,,,,巨人
75,057,高木京介,2500,4.42,15.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,15.0,7.36,9.0,9.0,22.0,1.0,7.0,0.0,3.44,巨人
76,58,山本一輝,740,,,,,,,,,,,,,,,,,,,,巨人
77,59,田中豊樹,1400,2.84,39.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,37.0,8.76,13.0,12.0,22.0,5.0,20.0,1.0,4.74,巨人
78,62,横川凱,580,3.38,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,10.12,4.0,3.0,9.0,2.0,2.0,0.0,2.25,巨人
79,63,古川侑利,1300,18.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,3.0,1.0,13.5,巨人
80,64,大江竜聖,2200,4.09,47.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,13.0,23.0,6.27,16.0,15.0,29.0,2.0,17.0,2.0,4.64,巨人
81,91,井上温大,540,,,,,,,,,,,,,,,,,,,,巨人
82,92,沼田翔平,500,7.71,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,11.57,2.0,2.0,3.0,1.0,1.0,0.0,3.86,巨人
83,95,堀岡隼人,700,,,,,,,,,,,,,,,,,,,,巨人
84,11,東克樹,3320,2.29,3.0,1.0,2.0,,0.333,0.0,0.0,0.0,0.0,20.0,9.15,5.0,5.0,10.0,1.0,4.0,0.0,1.83,DeNA
85,12,阪口皓亮,610,4.11,8.0,2.0,3.0,35.0,0.4,0.0,0.0,0.0,0.0,18.0,4.63,20.0,16.0,37.0,4.0,19.0,1.0,4.89,DeNA
86,13,伊勢大夢,2100,2.8,39.0,0.0,1.0,,0.0,0.0,0.0,0.0,6.0,38.0,9.68,11.0,11.0,30.0,0.0,15.0,1.0,3.82,DeNA
87,14,石田健大,8540,5.73,33.0,1.0,2.0,,0.333,0.0,0.0,0.0,2.0,39.0,9.32,24.0,24.0,44.0,4.0,18.0,2.0,4.3,DeNA
88,16,大貫晋一,5250,4.34,22.0,6.0,7.0,112.0,0.462,0.0,0.0,0.0,0.0,106.0,8.52,57.0,54.0,137.0,9.0,30.0,3.0,2.41,DeNA
89,17,三嶋一輝,11000,4.08,59.0,3.0,5.0,,0.375,0.0,0.0,23.0,1.0,57.0,8.95,31.0,26.0,66.0,8.0,12.0,0.0,1.88,DeNA
90,19,山崎康晃,28000,3.27,60.0,3.0,2.0,55.0,0.6,0.0,0.0,1.0,27.0,39.0,6.38,21.0,20.0,58.0,2.0,14.0,3.0,2.29,DeNA
91,20,坂本裕哉,1645,5.25,16.0,4.0,6.0,,0.4,0.0,0.0,0.0,0.0,46.0,5.89,43.0,41.0,89.0,9.0,22.0,3.0,2.82,DeNA
92,21,今永昇太,10000,3.08,19.0,5.0,5.0,120.0,0.5,1.0,0.0,0.0,0.0,110.0,8.25,43.0,41.0,97.0,16.0,26.0,4.0,1.95,DeNA
93,22,入江大生,1600,7.85,4.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,14.0,6.87,18.0,16.0,22.0,4.0,5.0,1.0,2.45,DeNA
94,24,齋藤俊介,1010,,,,,,,,,,,,,,,,,,,,DeNA
95,26,濱口遥大,5500,3.94,17.0,5.0,7.0,,0.417,1.0,1.0,0.0,0.0,84.0,8.28,42.0,40.0,73.0,8.0,52.0,3.0,5.12,DeNA
96,27,上茶谷大河,4300,7.15,8.0,1.0,3.0,34.0,0.25,0.0,0.0,0.0,0.0,26.0,6.88,27.0,27.0,37.0,5.0,17.0,1.0,4.5,DeNA
97,28,勝又温史,620,,,,,,,,,,,,,,,,,,,,DeNA
98,30,飯塚悟史,850,,,,,,,,,,,,,,,,,,,,DeNA
99,34,平田真吾,2200,4.1,38.0,2.0,0.0,,1.0,0.0,0.0,1.0,3.0,34.0,7.34,21.0,19.0,41.0,6.0,21.0,2.0,4.54,DeNA
100,35,三上朋也,6375,3.86,40.0,2.0,1.0,35.0,0.667,0.0,0.0,0.0,3.0,25.0,6.43,15.0,15.0,36.0,5.0,9.0,1.0,2.31,DeNA
101,40,松本隆之介,560,,,,,,,,,,,,,,,,,,,,DeNA
102,41,櫻井周斗,765,3.07,30.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,1.0,37.0,8.12,15.0,14.0,36.0,3.0,29.0,0.0,6.37,DeNA
103,42,フェルナンド・ロメロ,7500,3.01,14.0,5.0,3.0,,0.625,1.0,1.0,0.0,0.0,44.0,4.91,38.0,27.0,89.0,4.0,30.0,5.0,3.35,DeNA
104,43,進藤拓也,660,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,DeNA
105,45,マイケル・ピープルズ,4800,4.21,18.0,3.0,4.0,47.0,0.429,0.0,0.0,0.0,0.0,41.0,7.85,23.0,22.0,41.0,5.0,14.0,2.0,2.68,DeNA
106,046,田中健二朗,1000,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,11.57,0.0,0.0,3.0,0.0,2.0,1.0,3.86,DeNA
107,47,砂田毅樹,4370,3.24,58.0,2.0,2.0,,0.5,0.0,0.0,0.0,18.0,27.0,5.83,15.0,15.0,26.0,1.0,13.0,2.0,2.81,DeNA
108,48,京山将弥,1320,4.97,16.0,2.0,7.0,76.0,0.222,0.0,0.0,0.0,0.0,67.0,7.93,47.0,42.0,91.0,9.0,41.0,2.0,4.86,DeNA
109,049,ケビン・シャッケルフォード,370,5.17,32.0,1.0,0.0,,1.0,0.0,0.0,1.0,4.0,34.0,9.77,19.0,18.0,28.0,3.0,16.0,5.0,4.6,DeNA
110,53,池谷蒼大,720,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.7,0.0,0.0,2.0,0.0,2.0,1.0,2.7,DeNA
111,54,浅田将汰,490,,,,,,,,,,,,,,,,,,,,DeNA
112,56,高田琢登,470,,,,,,,,,,,,,,,,,,,,DeNA
113,58,武藤祐太,2200,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DeNA
114,59,平良拳太郎,3300,0.9,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,5.4,1.0,1.0,6.0,0.0,3.0,0.0,2.7,DeNA
115,62,エドウィン・エスコバー,16000,3.38,61.0,4.0,4.0,,0.5,0.0,0.0,1.0,32.0,50.0,7.67,23.0,22.0,39.0,7.0,11.0,4.0,1.69,DeNA
116,64,風張蓮,1200,7.71,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,7.71,6.0,6.0,12.0,2.0,0.0,0.0,0.0,DeNA
117,92,国吉佑樹,5720,5.16,18.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,37.0,11.22,18.0,17.0,24.0,1.0,13.0,1.0,3.94,DeNA
118,93,中川虎大,470,6.49,7.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,24.0,8.2,22.0,19.0,32.0,3.0,15.0,0.0,5.13,DeNA
119,94,笠井崇正,570,54.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,6.0,5.0,1.0,2.0,1.0,18.0,DeNA
120,100,宮城滝太,370,,,,,,,,,,,,,,,,,,,,DeNA
121,101,石川達也,340,,,,,,,,,,,,,,,,,,,,DeNA
122,102,加藤大,340,,,,,,,,,,,,,,,,,,,,DeNA
123,107,レミー・コルデロ,240,,,,,,,,,,,,,,,,,,,,DeNA
124,109,ジョフレック・ディアス,240,,,,,,,,,,,,,,,,,,,,DeNA
125,110,スターリン・コルデロ,370,,,,,,,,,,,,,,,,,,,,DeNA
126,13,岩崎優,9500,2.65,62.0,3.0,4.0,,0.429,0.0,0.0,1.0,41.0,51.0,7.96,21.0,17.0,47.0,6.0,15.0,0.0,2.34,阪神
127,14,チェン・ウェイン,18000,3.86,2.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,7.0,6.75,5.0,4.0,10.0,0.0,3.0,0.0,2.89,阪神
128,15,西純矢,1200,3.38,2.0,1.0,1.0,8.0,0.5,0.0,0.0,0.0,0.0,2.0,2.25,3.0,3.0,4.0,0.0,7.0,0.0,7.88,阪神
129,16,西勇輝,20000,3.76,24.0,6.0,9.0,,0.4,2.0,0.0,0.0,0.0,95.0,5.95,68.0,60.0,143.0,12.0,40.0,4.0,2.51,阪神
130,17,岩貞祐太,4700,4.66,46.0,4.0,0.0,,1.0,0.0,0.0,0.0,12.0,33.0,7.68,21.0,20.0,42.0,4.0,14.0,3.0,3.26,阪神
131,18,馬場皐輔,2100,3.8,44.0,3.0,0.0,,1.0,0.0,0.0,0.0,10.0,39.0,7.42,23.0,20.0,43.0,5.0,17.0,0.0,3.23,阪神
132,19,藤浪晋太郎,6000,5.21,21.0,3.0,3.0,,0.5,0.0,0.0,0.0,4.0,52.0,9.68,29.0,28.0,47.0,4.0,40.0,4.0,7.45,阪神
133,20,中田賢一,1750,,,,,,,,,,,,,,,,,,,,阪神
134,21,岩田稔,1860,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,阪神
135,27,伊藤将司,1300,2.44,23.0,10.0,7.0,,0.588,1.0,0.0,0.0,1.0,79.0,5.07,42.0,38.0,119.0,15.0,34.0,3.0,2.18,阪神
136,28,小野泰己,1700,7.98,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,14.0,8.59,13.0,13.0,17.0,1.0,8.0,1.0,4.91,阪神
137,29,高橋遥人,2900,1.65,7.0,4.0,2.0,49.0,0.667,2.0,2.0,0.0,0.0,55.0,10.1,10.0,9.0,30.0,1.0,5.0,0.0,0.92,阪神
138,30,佐藤蓮,1000,,,,,,,,,,,,,,,,,,,,阪神
139,34,谷川昌希,950,,,,,,,,,,,,,,,,,,,,阪神
140,36,浜地真澄,700,4.5,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,3.0,8.0,0.0,2.0,0.0,3.0,阪神
141,37,及川雅貴,600,3.69,39.0,2.0,3.0,39.0,0.4,0.0,0.0,0.0,10.0,38.0,8.77,18.0,16.0,31.0,4.0,24.0,2.0,5.54,阪神
142,40,尾仲祐哉,850,,,,,,,,,,,,,,,,,,,,阪神
143,41,村上頌樹,720,16.88,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,3.0,5.0,0.0,8.44,阪神
144,42,ジョン・エドワーズ,7200,2.57,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,3.0,2.0,6.0,1.0,4.0,0.0,5.14,阪神
145,43,守屋功輝,1750,12.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,阪神
146,44,ラウル・アルカンタラ,21000,3.49,24.0,3.0,3.0,,0.5,0.0,0.0,0.0,6.0,48.0,7.28,25.0,23.0,55.0,6.0,14.0,0.0,2.12,阪神
147,46,秋山拓巳,5100,2.71,24.0,10.0,7.0,,0.588,1.0,0.0,0.0,0.0,107.0,7.26,43.0,40.0,121.0,18.0,25.0,3.0,1.7,阪神
148,47,川原陸,460,,,,,,,,,,,,,,,,,,,,阪神
149,48,齋藤友貴哉,850,4.63,19.0,1.0,1.0,,0.5,0.0,0.0,0.0,1.0,26.0,10.03,14.0,12.0,23.0,1.0,12.0,0.0,4.63,阪神
150,49,ジョー・ガンケル,7700,2.95,20.0,9.0,3.0,113.0,0.75,0.0,0.0,0.0,0.0,87.0,6.93,39.0,37.0,99.0,10.0,24.0,3.0,1.91,阪神
151,50,青柳晃洋,5000,2.48,25.0,13.0,6.0,,0.684,0.0,0.0,0.0,0.0,104.0,5.99,48.0,43.0,143.0,11.0,48.0,3.0,2.76,阪神
152,54,加治屋蓮,2000,7.94,7.0,1.0,2.0,,0.333,0.0,0.0,0.0,1.0,3.0,4.76,6.0,5.0,7.0,1.0,1.0,1.0,1.59,阪神
153,56,小林慶祐,1300,2.25,22.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,4.0,16.0,7.2,8.0,5.0,17.0,1.0,11.0,0.0,4.95,阪神
154,61,望月惇志,1150,,,,,,,,,,,,,,,,,,,,阪神
155,64,桑原謙太朗,2400,9.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,7.0,7.0,8.0,2.0,4.0,1.0,5.14,阪神
156,65,湯浅京己,450,18.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0,6.0,10.0,0.0,2.0,0.0,6.0,阪神
157,66,小川一平,950,2.95,19.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,19.0,8.02,7.0,7.0,15.0,2.0,7.0,0.0,2.95,阪神
158,69,石井大智,550,6.23,18.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,16.0,8.31,12.0,12.0,17.0,3.0,6.0,0.0,3.12,阪神
159,75,ロベルト・スアレス,25750,1.16,62.0,1.0,1.0,,0.5,0.0,0.0,42.0,0.0,58.0,8.37,9.0,8.0,40.0,0.0,8.0,0.0,1.16,阪神
160,92,伊藤和雄,800,,,,,,,,,,,,,,,,,,,,阪神
161,93,石井将希,300,,,,,,,,,,,,,,,,,,,,阪神
162,120,島本浩也,2800,,,,,,,,,,,,,,,,,,,,阪神
163,121,才木浩人,980,,,,,,,,,,,,,,,,,,,,阪神
164,122,岩田将貴,300,,,,,,,,,,,,,,,,,,,,阪神
