,背番号,名前,年俸,防御率,試合数,勝利,敗戦,投球回数,勝率,完投,完封,セーブ,ホールド,奪三振,奪三振率,失点,自責点,被安打,被本塁打,与四球,与死球,与四球率,チーム
165,123,鈴木翔太,500,,,,,,,,,,,,,,,,,,,,阪神
166,126,牧丈一郎,450,,,,,,,,,,,,,,,,,,,,阪神
167,11,奥川恭伸,1600,3.26,18.0,9.0,4.0,105.0,0.692,0.0,0.0,0.0,0.0,91.0,7.8,38.0,38.0,99.0,11.0,10.0,2.0,0.86,ヤクルト
168,12,石山泰稚,15000,3.6,58.0,0.0,5.0,55.0,0.0,0.0,0.0,10.0,9.0,64.0,10.47,23.0,22.0,54.0,6.0,10.0,0.0,1.64,ヤクルト
169,12,近藤弘樹,450,0.96,22.0,0.0,1.0,,0.0,0.0,0.0,0.0,11.0,17.0,8.2,2.0,2.0,15.0,1.0,2.0,0.0,0.96,ヤクルト
170,14,高梨裕稔,3700,3.63,12.0,4.0,1.0,62.0,0.8,0.0,0.0,0.0,0.0,56.0,8.13,28.0,25.0,62.0,11.0,15.0,3.0,2.18,ヤクルト
171,014,小澤怜史,400,,,,,,,,,,,,,,,,,,,,ヤクルト
172,15,リック・バンデンハーク,0,15.43,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,4.0,7.71,8.0,8.0,11.0,2.0,2.0,1.0,3.86,ヤクルト
173,16,原樹理,2600,2.3,9.0,3.0,1.0,47.0,0.75,0.0,0.0,0.0,0.0,25.0,4.79,14.0,12.0,45.0,0.0,12.0,4.0,2.3,ヤクルト
174,17,清水昇,3600,2.39,72.0,3.0,6.0,,0.333,0.0,0.0,1.0,50.0,74.0,9.84,23.0,18.0,55.0,12.0,18.0,2.0,2.39,ヤクルト
175,017,丸山翔大,280,,,,,,,,,,,,,,,,,,,,ヤクルト
176,18,寺島成輝,1100,4.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,ヤクルト
177,19,石川雅規,9000,3.07,17.0,4.0,5.0,82.0,0.444,1.0,0.0,0.0,0.0,54.0,5.93,31.0,28.0,81.0,10.0,16.0,3.0,1.76,ヤクルト
178,019,下慎之介,280,,,,,,,,,,,,,,,,,,,,ヤクルト
179,20,木澤尚文,1400,,,,,,,,,,,,,,,,,,,,ヤクルト
180,21,山野太一,1100,47.25,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,20.25,7.0,7.0,5.0,0.0,2.0,1.0,13.5,ヤクルト
181,24,星知弥,1700,4.81,25.0,0.0,0.0,,0.0,0.0,0.0,1.0,7.0,28.0,10.36,14.0,13.0,23.0,2.0,11.0,0.0,4.07,ヤクルト
182,26,坂本光士郎,880,4.05,36.0,1.0,2.0,,0.333,0.0,0.0,0.0,7.0,25.0,6.75,17.0,15.0,29.0,4.0,17.0,3.0,4.59,ヤクルト
183,28,吉田大喜,1500,6.17,16.0,1.0,1.0,,0.5,0.0,0.0,0.0,0.0,26.0,10.03,17.0,16.0,31.0,5.0,12.0,0.0,4.63,ヤクルト
184,29,小川泰弘,18750,4.14,23.0,9.0,6.0,,0.6,2.0,1.0,0.0,0.0,97.0,6.8,64.0,59.0,132.0,15.0,30.0,1.0,2.1,ヤクルト
185,34,田口麗斗,7000,4.02,33.0,5.0,9.0,,0.357,0.0,0.0,0.0,4.0,81.0,7.24,59.0,45.0,126.0,10.0,28.0,2.0,2.5,ヤクルト
186,35,杉山晃基,750,9.95,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,5.68,7.0,7.0,9.0,2.0,2.0,1.0,2.84,ヤクルト
187,37,スコット・マクガフ,10500,2.52,66.0,3.0,2.0,,0.6,0.0,0.0,31.0,14.0,76.0,10.63,19.0,18.0,43.0,7.0,23.0,3.0,3.22,ヤクルト
188,38,梅野雄吾,2900,2.49,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,29.0,10.3,7.0,7.0,22.0,4.0,9.0,2.0,3.2,ヤクルト
189,40,市川悠太,550,,,,,,,,,,,,,,,,,,,,ヤクルト
190,43,アルバート・スアレス,5250,3.62,24.0,5.0,3.0,77.0,0.625,0.0,0.0,1.0,3.0,70.0,8.18,32.0,31.0,82.0,9.0,32.0,5.0,3.74,ヤクルト
191,44,大西広樹,780,2.82,33.0,3.0,0.0,,1.0,0.0,0.0,0.0,7.0,24.0,5.63,12.0,12.0,36.0,4.0,12.0,2.0,2.82,ヤクルト
192,47,高橋奎二,1450,2.87,14.0,4.0,1.0,,0.8,0.0,0.0,0.0,0.0,80.0,9.19,25.0,25.0,59.0,9.0,25.0,6.0,2.87,ヤクルト
193,48,金久保優斗,580,2.74,10.0,4.0,1.0,,0.8,0.0,0.0,0.0,0.0,34.0,7.17,14.0,13.0,39.0,3.0,16.0,2.0,3.38,ヤクルト
194,53,長谷川宙輝,1050,10.8,4.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,3.0,8.1,5.0,4.0,4.0,2.0,3.0,0.0,8.1,ヤクルト
195,54,サイスニード,8400,3.41,13.0,6.0,2.0,,0.75,0.0,0.0,0.0,0.0,69.0,9.04,29.0,26.0,60.0,9.0,23.0,2.0,3.01,ヤクルト
196,56,鈴木裕太,480,,,,,,,,,,,,,,,,,,,,ヤクルト
197,61,久保拓眞,700,,,,,,,,,,,,,,,,,,,,ヤクルト
198,62,歳内宏明,800,,,,,,,,,,,,,,,,,,,,ヤクルト
199,63,中尾輝,1200,,,,,,,,,,,,,,,,,,,,ヤクルト
200,64,大下佑馬,1200,3.72,30.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,32.0,7.45,16.0,16.0,34.0,5.0,8.0,2.0,1.86,ヤクルト
201,67,嘉手苅浩太,500,,,,,,,,,,,,,,,,,,,,ヤクルト
202,68,宮台康平,600,,,,,,,,,,,,,,,,,,,,ヤクルト
203,69,今野龍太,800,2.76,64.0,7.0,1.0,62.0,0.875,0.0,0.0,0.0,28.0,63.0,9.15,19.0,19.0,55.0,1.0,25.0,3.0,3.63,ヤクルト
204,99,蔵本治孝,600,,,,,,,,,,,,,,,,,,,,ヤクルト
205,11,小笠原慎之介,1450,3.64,25.0,8.0,10.0,,0.444,0.0,0.0,0.0,0.0,115.0,7.22,60.0,58.0,141.0,16.0,51.0,4.0,3.2,中日
206,12,田島慎二,1500,2.45,22.0,2.0,1.0,,0.667,0.0,0.0,0.0,8.0,22.0,10.8,5.0,5.0,15.0,0.0,6.0,0.0,2.95,中日
207,13,橋本侑樹,1050,3.71,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,28.0,9.45,11.0,11.0,26.0,0.0,8.0,1.0,2.7,中日
208,14,谷元圭介,5400,2.01,32.0,1.0,1.0,,0.5,0.0,0.0,0.0,14.0,18.0,7.25,6.0,5.0,23.0,3.0,1.0,1.0,0.4,中日
209,16,又吉克樹,4200,1.28,66.0,3.0,2.0,,0.6,0.0,0.0,8.0,33.0,41.0,5.83,11.0,9.0,47.0,2.0,22.0,1.0,3.13,中日
210,17,柳裕也,4100,2.2,26.0,11.0,6.0,172.0,0.647,2.0,2.0,0.0,0.0,168.0,8.79,47.0,42.0,133.0,11.0,41.0,3.0,2.15,中日
211,18,梅津晃大,1500,1.59,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,7.0,5.56,3.0,2.0,6.0,0.0,10.0,2.0,7.94,中日
212,19,高橋宏斗,1600,,,,,,,,,,,,,,,,,,,,中日
213,21,岡田俊哉,3150,4.86,19.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,10.0,5.4,9.0,9.0,23.0,1.0,6.0,0.0,3.24,中日
214,22,大野雄大,30000,2.95,22.0,7.0,11.0,,0.389,1.0,0.0,0.0,0.0,118.0,7.41,48.0,47.0,121.0,12.0,26.0,2.0,1.63,中日
215,24,福谷浩司,2900,4.53,18.0,5.0,10.0,,0.333,1.0,0.0,0.0,0.0,73.0,6.36,55.0,52.0,112.0,10.0,17.0,1.0,1.48,中日
216,25,佐藤優,1430,13.5,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,6.75,11.0,8.0,13.0,1.0,2.0,0.0,3.38,中日
217,28,森博人,1200,3.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,11.25,4.0,4.0,11.0,0.0,9.0,3.0,6.75,中日
218,29,山井大介,2790,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,中日
219,33,祖父江大輔,7000,2.59,55.0,1.0,2.0,,0.333,0.0,0.0,5.0,19.0,30.0,5.55,18.0,14.0,59.0,1.0,9.0,1.0,1.66,中日
220,34,福敬登,4600,3.18,57.0,2.0,2.0,,0.5,0.0,0.0,0.0,20.0,38.0,7.54,16.0,16.0,37.0,4.0,15.0,3.0,2.98,中日
221,36,岡野祐一郎,1100,9.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.38,10.0,8.0,13.0,0.0,2.0,1.0,2.25,中日
222,38,松葉貴大,2500,3.2,14.0,6.0,5.0,76.0,0.545,0.0,0.0,0.0,0.0,41.0,4.86,30.0,27.0,74.0,7.0,15.0,2.0,1.78,中日
223,40,石川翔,637,,,,,,,,,,,,,,,,,,,,中日
224,41,勝野昌慶,1650,3.74,17.0,3.0,6.0,,0.333,0.0,0.0,0.0,0.0,67.0,6.6,38.0,38.0,92.0,9.0,31.0,2.0,3.05,中日
225,42,ロサリオ,5000,,,,,,,,,,,,,,,,,,,,中日
226,43,三ツ間卓也,1200,6.75,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,10.12,5.0,4.0,10.0,1.0,1.0,0.0,1.69,中日
227,46,鈴木博志,1650,5.31,18.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,11.0,4.87,12.0,12.0,22.0,2.0,5.0,2.0,2.21,中日
228,47,笠原祥太郎,1250,6.3,4.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,5.85,14.0,14.0,20.0,4.0,17.0,0.0,7.65,中日
229,50,清水達也,800,2.25,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,1.0,1.0,5.0,0.0,4.0,0.0,9.0,中日
230,53,マルク,420,,,,,,,,,,,,,,,,,,,,中日
231,54,藤嶋健人,1840,1.59,48.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,5.0,38.0,6.71,9.0,9.0,35.0,3.0,13.0,0.0,2.29,中日
232,59,山本拓実,1056,6.43,9.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,12.0,7.71,10.0,10.0,16.0,1.0,8.0,1.0,5.14,中日
233,64,福島章太,550,,,,,,,,,,,,,,,,,,,,中日
234,65,加藤翼,550,,,,,,,,,,,,,,,,,,,,中日
235,67,ヤリエル・ロドリゲス,6000,3.65,12.0,1.0,4.0,,0.2,0.0,0.0,0.0,0.0,61.0,8.9,29.0,25.0,56.0,8.0,38.0,5.0,5.55,中日
236,69,濱田達郎,550,,,,,,,,,,,,,,,,,,,,中日
237,97,ライデル・マルティネス,6000,2.06,49.0,1.0,4.0,48.0,0.2,0.0,0.0,23.0,0.0,59.0,11.06,11.0,11.0,26.0,1.0,10.0,1.0,1.88,中日
238,98,木下雄介,970,,,,,,,,,,,,,,,,,,,,中日
239,201,竹内龍臣,550,,,,,,,,,,,,,,,,,,,,中日
240,202,近藤廉,300,4.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,1.0,1.0,0.0,3.0,0.0,13.5,中日
241,203,上田洸太朗,300,,,,,,,,,,,,,,,,,,,,中日
242,204,丸山泰資,540,,,,,,,,,,,,,,,,,,,,中日
243,206,松木平優太,300,,,,,,,,,,,,,,,,,,,,中日
244,207,松田亘哲,300,,,,,,,,,,,,,,,,,,,,中日
245,208,垣越建伸,550,,,,,,,,,,,,,,,,,,,,中日
246,1,斎藤佑樹,1250,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,日本ハム
247,13,生田目翼,920,1.5,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,7.5,1.0,1.0,1.0,0.0,3.0,1.0,4.5,日本ハム
248,14,加藤貴之,5400,3.42,25.0,6.0,7.0,150.0,0.462,1.0,1.0,0.0,0.0,102.0,6.12,61.0,57.0,136.0,13.0,21.0,3.0,1.26,日本ハム
249,15,上沢直之,8500,2.81,24.0,12.0,6.0,,0.667,1.0,0.0,0.0,0.0,135.0,7.58,53.0,50.0,119.0,8.0,48.0,4.0,2.69,日本ハム
250,17,伊藤大海,1500,2.9,23.0,10.0,9.0,146.0,0.526,1.0,1.0,0.0,0.0,141.0,8.69,51.0,47.0,125.0,8.0,53.0,6.0,3.27,日本ハム
251,18,吉田輝星,1030,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,2.0,4.0,1.0,3.0,0.0,13.5,日本ハム
252,19,金子弌大,3500,6.21,8.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,22.0,5.94,23.0,23.0,42.0,4.0,13.0,3.0,3.51,日本ハム
253,20,上原健太,1700,3.97,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,8.74,5.0,5.0,8.0,0.0,6.0,0.0,4.76,日本ハム
254,25,宮西尚生,25000,3.65,50.0,1.0,2.0,,0.333,0.0,0.0,0.0,15.0,49.0,9.95,20.0,18.0,42.0,3.0,15.0,4.0,3.05,日本ハム
255,28,河野竜生,1750,2.99,40.0,3.0,6.0,,0.333,0.0,0.0,0.0,9.0,68.0,6.77,35.0,30.0,74.0,7.0,31.0,4.0,3.09,日本ハム
256,29,井口和朋,2600,1.86,43.0,1.0,2.0,,0.333,0.0,0.0,0.0,11.0,33.0,7.68,11.0,8.0,24.0,4.0,10.0,2.0,2.33,日本ハム
257,31,村田透,1600,9.31,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,4.66,10.0,10.0,18.0,1.0,9.0,0.0,8.38,日本ハム
258,33,立野和明,1000,2.45,11.0,4.0,3.0,55.0,0.571,0.0,0.0,0.0,0.0,47.0,7.69,16.0,15.0,39.0,3.0,23.0,3.0,3.76,日本ハム
259,34,堀瑞輝,2800,2.36,60.0,3.0,2.0,,0.6,0.0,0.0,0.0,39.0,56.0,9.45,14.0,14.0,36.0,3.0,30.0,4.0,5.06,日本ハム
260,35,西村天裕,1900,3.48,27.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,32.0,9.29,16.0,12.0,33.0,2.0,12.0,3.0,3.48,日本ハム
261,36,ドリュー・バーヘイゲン,13000,3.84,20.0,5.0,8.0,96.0,0.385,0.0,0.0,0.0,0.0,100.0,9.38,45.0,41.0,90.0,7.0,33.0,6.0,3.09,日本ハム
262,37,柿木蓮,520,,,,,,,,,,,,,,,,,,,,日本ハム
263,39,秋吉亮,5000,2.7,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,7.2,3.0,3.0,7.0,0.0,4.0,0.0,3.6,日本ハム
264,40,福田俊,1250,11.57,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,5.79,8.0,6.0,9.0,1.0,1.0,0.0,1.93,日本ハム
265,41,ブライアン・ロドリゲス,4000,2.74,47.0,0.0,2.0,46.0,0.0,0.0,0.0,3.0,24.0,34.0,6.65,17.0,14.0,40.0,4.0,20.0,3.0,3.91,日本ハム
266,43,長谷川凌汰,300,7.36,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,2.45,3.0,3.0,2.0,0.0,3.0,0.0,7.36,日本ハム
267,44,ロビー・アーリン,8000,3.32,11.0,2.0,3.0,38.0,0.4,0.0,0.0,0.0,0.0,33.0,7.82,15.0,14.0,40.0,3.0,11.0,2.0,2.61,日本ハム
268,46,田中瑛斗,560,,,,,,,,,,,,,,,,,,,,日本ハム
269,47,鈴木健矢,880,4.19,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,5.12,10.0,9.0,17.0,1.0,7.0,3.0,3.26,日本ハム
270,49,公文克彦,5000,3.68,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,7.36,3.0,3.0,12.0,1.0,2.0,1.0,2.45,日本ハム
271,51,石川直也,4500,,,,,,,,,,,,,,,,,,,,日本ハム
272,52,池田隆英,650,3.94,18.0,3.0,10.0,,0.231,0.0,0.0,0.0,1.0,52.0,5.68,42.0,36.0,88.0,11.0,35.0,5.0,3.83,日本ハム
273,54,玉井大翔,5600,3.16,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,23.0,4.85,18.0,15.0,41.0,2.0,19.0,4.0,4.01,日本ハム
274,57,杉浦稔大,3700,2.96,56.0,3.0,3.0,,0.5,0.0,0.0,28.0,1.0,69.0,11.36,18.0,18.0,34.0,9.0,24.0,1.0,3.95,日本ハム
275,59,根本悠楓,520,,,,,,,,,,,,,,,,,,,,日本ハム
276,62,望月大希,790,2.25,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,1.0,1.0,2.0,0.0,3.0,0.0,6.75,日本ハム
277,63,北浦竜次,720,3.38,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,6.75,2.0,2.0,5.0,1.0,2.0,0.0,3.38,日本ハム
278,114,松本遼大,260,,,,,,,,,,,,,,,,,,,,日本ハム
279,115,齊藤伸治,260,,,,,,,,,,,,,,,,,,,,日本ハム
280,148,高山優希,440,,,,,,,,,,,,,,,,,,,,日本ハム
281,150,鈴木遼太郎,440,,,,,,,,,,,,,,,,,,,,日本ハム
282,2,スチュワート・ジュニア,11000,6.08,11.0,0.0,2.0,,0.0,0.0,0.0,0.0,1.0,36.0,13.69,18.0,16.0,21.0,0.0,21.0,1.0,7.99,ソフトバンク
283,10,大竹耕太郎,2400,15.75,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.25,7.0,7.0,7.0,0.0,3.0,0.0,6.75,ソフトバンク
284,11,津森宥紀,1300,2.18,45.0,1.0,0.0,33.0,1.0,0.0,0.0,0.0,11.0,43.0,11.73,8.0,8.0,24.0,2.0,8.0,2.0,2.18,ソフトバンク
285,13,二保旭,2800,4.76,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,8.0,6.35,7.0,6.0,12.0,0.0,5.0,1.0,3.97,ソフトバンク
286,16,東浜巨,9000,3.7,14.0,4.0,4.0,,0.5,0.0,0.0,0.0,0.0,61.0,7.29,36.0,31.0,85.0,7.0,22.0,3.0,2.63,ソフトバンク
287,17,岩嵜翔,6800,4.17,48.0,2.0,5.0,,0.286,0.0,0.0,6.0,14.0,56.0,11.12,21.0,21.0,37.0,7.0,11.0,0.0,2.18,ソフトバンク
288,18,武田翔太,6000,2.68,12.0,4.0,5.0,,0.444,1.0,0.0,0.0,0.0,73.0,8.5,23.0,23.0,66.0,7.0,24.0,2.0,2.79,ソフトバンク
289,20,甲斐野央,3800,4.35,22.0,0.0,2.0,,0.0,0.0,0.0,1.0,4.0,25.0,10.89,10.0,10.0,16.0,3.0,10.0,2.0,4.35,ソフトバンク
290,21,和田毅,15000,4.48,18.0,5.0,6.0,,0.455,0.0,0.0,0.0,0.0,83.0,7.92,49.0,47.0,95.0,14.0,27.0,3.0,2.58,ソフトバンク
291,25,田中正義,1200,2.16,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,14.0,7.56,5.0,4.0,9.0,2.0,8.0,0.0,4.32,ソフトバンク
292,26,コリン・レイ,10000,2.02,6.0,3.0,1.0,40.0,0.75,1.0,1.0,0.0,0.0,38.0,8.55,10.0,9.0,22.0,3.0,13.0,3.0,2.92,ソフトバンク
293,28,高橋礼,6750,5.82,11.0,1.0,1.0,34.0,0.5,0.0,0.0,0.0,0.0,14.0,3.71,25.0,22.0,31.0,3.0,32.0,6.0,8.47,ソフトバンク
294,29,石川柊太,8000,3.4,28.0,6.0,9.0,,0.4,0.0,0.0,0.0,0.0,134.0,7.71,70.0,59.0,135.0,22.0,51.0,17.0,2.94,ソフトバンク
295,34,椎野新,2400,,,,,,,,,,,,,,,,,,,,ソフトバンク
296,35,リバン・モイネロ,15000,1.15,33.0,1.0,0.0,,1.0,0.0,0.0,5.0,14.0,42.0,12.06,6.0,4.0,15.0,2.0,19.0,1.0,5.46,ソフトバンク
297,37,ニック・マルティネス,0,1.6,21.0,9.0,4.0,,0.692,0.0,0.0,0.0,0.0,138.0,8.83,25.0,25.0,108.0,6.0,38.0,5.0,2.43,ソフトバンク
298,38,森唯斗,46000,4.03,30.0,1.0,3.0,29.0,0.25,0.0,0.0,15.0,0.0,26.0,8.07,13.0,13.0,20.0,6.0,10.0,0.0,3.1,ソフトバンク
299,39,尾形崇斗,600,0.87,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,7.84,1.0,1.0,3.0,1.0,2.0,0.0,1.74,ソフトバンク
300,40,杉山一樹,1100,3.2,15.0,2.0,2.0,,0.5,0.0,0.0,0.0,1.0,29.0,10.3,9.0,9.0,13.0,1.0,31.0,2.0,11.01,ソフトバンク
301,41,千賀滉大,40000,2.66,13.0,10.0,3.0,,0.769,0.0,0.0,0.0,0.0,90.0,9.57,25.0,25.0,60.0,2.0,27.0,2.0,2.87,ソフトバンク
302,47,高橋純平,3000,0.0,10.0,1.0,1.0,11.0,0.5,0.0,0.0,0.0,2.0,9.0,7.36,1.0,0.0,6.0,0.0,6.0,1.0,4.91,ソフトバンク
303,48,渡邉雄大,600,4.5,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,2.0,2.0,6.0,0.0,1.0,0.0,2.25,ソフトバンク
304,49,古谷優人,720,2.02,13.0,1.0,1.0,,0.5,0.0,0.0,0.0,2.0,13.0,8.78,4.0,3.0,7.0,0.0,7.0,1.0,4.72,ソフトバンク
305,50,板東湧梧,1500,2.52,44.0,0.0,2.0,,0.0,0.0,0.0,1.0,16.0,41.0,9.38,13.0,11.0,28.0,4.0,17.0,2.0,3.89,ソフトバンク
306,53,泉圭輔,2800,2.73,31.0,1.0,2.0,,0.333,0.0,0.0,0.0,6.0,30.0,10.25,10.0,8.0,20.0,4.0,13.0,3.0,4.44,ソフトバンク
307,56,田浦文丸,560,3.38,19.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,17.0,7.17,8.0,8.0,22.0,1.0,7.0,0.0,2.95,ソフトバンク
308,57,嘉弥真新也,14000,4.71,58.0,1.0,0.0,,1.0,0.0,0.0,0.0,19.0,27.0,8.48,16.0,15.0,22.0,2.0,13.0,1.0,4.08,ソフトバンク
309,58,デニス・サファテ,70000,,,,,,,,,,,,,,,,,,,,ソフトバンク
310,61,奥村政稔,1000,,,,,,,,,,,,,,,,,,,,ソフトバンク
311,63,川原弘之,1300,7.71,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,7.71,2.0,2.0,3.0,0.0,3.0,1.0,11.57,ソフトバンク
312,66,松本裕樹,2000,3.79,33.0,3.0,3.0,,0.5,0.0,0.0,0.0,4.0,59.0,7.21,33.0,31.0,64.0,9.0,28.0,2.0,3.42,ソフトバンク
313,67,笠谷俊介,2200,4.27,16.0,3.0,4.0,59.0,0.429,0.0,0.0,0.0,0.0,64.0,9.76,30.0,28.0,52.0,12.0,35.0,2.0,5.34,ソフトバンク
314,70,田上奏大,550,,,,,,,,,,,,,,,,,,,,ソフトバンク
315,120,佐藤宏樹,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
316,122,大関友久,400,2.35,12.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,13.0,5.09,6.0,6.0,12.0,1.0,10.0,2.0,3.91,ソフトバンク
317,123,中道佑哉,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
318,124,桑原秀侍,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
319,133,岡本直也,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
320,134,大城真乃,360,,,,,,,,,,,,,,,,,,,,ソフトバンク
321,137,中村亮太,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
322,138,重田倫明,400,,,,,,,,,,,,,,,,,,,,ソフトバンク
323,139,吉住晴斗,790,,,,,,,,,,,,,,,,,,,,ソフトバンク
